Date,Time,Latitude,Longitude,Year
2011-08-29,6:56:58 PM,42.3916233333333,-88.0891633333333,2011
2011-08-29,6:57:08 PM,42.3913483333333,-88.0891633333333,2011
2011-08-29,6:57:18 PM,42.3910216666667,-88.0891566666667,2011
2011-08-29,6:57:28 PM,42.3906366666667,-88.0891583333333,2011
2011-08-29,6:57:38 PM,42.390409999999996,-88.0888583333333,2011
2011-08-29,6:57:48 PM,42.390395,-88.08831500000001,2011
2011-08-29,6:57:58 PM,42.3906733333333,-88.0880016666667,2011
2011-08-29,6:58:08 PM,42.391026666666704,-88.0880016666667,2011
2011-08-29,6:58:18 PM,42.391403333333294,-88.0880033333333,2011
2011-08-29,6:58:28 PM,42.391718333333294,-88.08799499999999,2011
2011-08-29,6:58:38 PM,42.392038333333296,-88.0879883333333,2011
2011-08-29,6:58:48 PM,42.39241,-88.0880783333333,2011
2011-08-29,6:58:58 PM,42.3928,-88.0883316666667,2011
2011-08-29,6:59:08 PM,42.3932566666667,-88.08837,2011
2011-08-29,6:59:18 PM,42.3936,-88.0882316666667,2011
2011-08-29,7:00:08 PM,42.3932033333333,-88.0884166666667,2011
2011-08-29,7:00:18 PM,42.3927916666667,-88.0883116666667,2011
2011-08-29,7:00:28 PM,42.3924766666667,-88.08821,2011
2011-08-29,7:00:38 PM,42.392385,-88.08869666666669,2011
2011-08-29,7:00:48 PM,42.392098333333294,-88.0891133333333,2011
2011-08-29,7:00:58 PM,42.392179999999996,-88.0894983333333,2011
2011-08-29,7:01:08 PM,42.3924283333333,-88.08979000000001,2011
2011-08-29,7:01:18 PM,42.3927216666667,-88.09004166666669,2011
2011-08-29,7:01:28 PM,42.3929583333333,-88.0903,2011
2011-08-29,7:01:38 PM,42.392990000000005,-88.09089499999999,2011
2011-08-29,7:01:48 PM,42.393001666666706,-88.0916116666667,2011
2011-08-29,7:01:58 PM,42.3930083333333,-88.09201,2011
2011-08-29,7:02:08 PM,42.39302,-88.0925483333333,2011
2011-08-29,7:02:18 PM,42.39310333333329,-88.0931816666667,2011
2011-08-29,7:02:28 PM,42.3931183333333,-88.0937366666667,2011
2011-08-29,7:02:38 PM,42.393423333333295,-88.09389499999999,2011
2011-08-29,7:02:48 PM,42.3937433333333,-88.094075,2011
2011-08-29,7:02:58 PM,42.394104999999996,-88.09425,2011
2011-08-29,7:03:08 PM,42.394478333333296,-88.0942233333333,2011
2011-08-29,7:03:18 PM,42.394859999999994,-88.0941983333333,2011
2011-08-29,7:03:28 PM,42.395084999999995,-88.094515,2011
2011-08-29,7:03:38 PM,42.395095,-88.0950266666667,2011
2011-08-29,7:03:48 PM,42.395078333333295,-88.09552,2011
2011-08-29,7:03:58 PM,42.395351666666706,-88.09577166666669,2011
2011-08-29,7:04:08 PM,42.3956966666667,-88.0958333333333,2011
2011-08-29,7:04:18 PM,42.3959833333333,-88.0957566666667,2011
2011-08-29,7:04:48 PM,42.3952183333333,-88.095685,2011
2011-08-29,7:04:58 PM,42.3949316666667,-88.095555,2011
2011-08-29,7:05:08 PM,42.3946166666667,-88.0955966666667,2011
2011-08-29,7:05:18 PM,42.394290000000005,-88.0956,2011
2011-08-29,7:05:28 PM,42.3939566666667,-88.095485,2011
2011-08-29,7:05:38 PM,42.3936733333333,-88.0953716666667,2011
2011-08-29,7:05:48 PM,42.393331666666704,-88.0952216666667,2011
2011-08-29,7:05:58 PM,42.3930366666667,-88.0951433333333,2011
2011-08-29,7:06:08 PM,42.3926466666667,-88.0951383333333,2011
2011-08-29,7:06:18 PM,42.392348333333295,-88.09514,2011
2011-08-29,7:06:28 PM,42.392236666666705,-88.095455,2011
2011-08-29,7:06:38 PM,42.3922466666667,-88.09598000000001,2011
2011-08-29,7:06:48 PM,42.392463333333296,-88.096435,2011
2011-08-29,7:06:58 PM,42.392838333333295,-88.09644499999999,2011
2011-08-29,7:07:08 PM,42.39319333333329,-88.0964466666667,2011
2011-08-29,7:07:18 PM,42.393488333333295,-88.0962666666667,2011
2011-08-29,7:07:28 PM,42.393603333333296,-88.0959166666667,2011
2011-08-29,7:07:38 PM,42.3936783333333,-88.0955933333333,2011
2011-08-29,7:08:18 PM,42.392526666666704,-88.0951483333333,2011
2011-08-29,7:08:28 PM,42.392196666666706,-88.0951633333333,2011
2011-08-29,7:08:38 PM,42.39186,-88.09514,2011
2011-08-29,7:08:48 PM,42.391518333333295,-88.0951433333333,2011
2011-08-29,7:08:58 PM,42.391296666666705,-88.0952033333333,2011
2011-08-29,7:09:08 PM,42.391275,-88.0956083333333,2011
2011-08-29,7:09:18 PM,42.39127,-88.096035,2011
2011-08-29,7:09:28 PM,42.3912383333333,-88.0964683333333,2011
2011-08-29,7:09:38 PM,42.3909516666667,-88.0964366666667,2011
2011-08-29,7:09:48 PM,42.3906416666667,-88.09644,2011
2011-08-29,7:09:58 PM,42.390335,-88.0964433333333,2011
2011-08-29,7:10:08 PM,42.3900483333333,-88.096435,2011
2011-08-29,7:10:18 PM,42.38987,-88.0962583333333,2011
2011-08-29,7:10:28 PM,42.389866666666705,-88.0958783333333,2011
2011-08-29,7:10:38 PM,42.389858333333294,-88.0954866666667,2011
2011-08-29,7:10:48 PM,42.389855,-88.09508000000001,2011
2011-08-29,7:10:58 PM,42.389843333333296,-88.0946666666667,2011
2011-08-29,7:11:08 PM,42.389835,-88.0942183333333,2011
2011-08-29,7:11:18 PM,42.389711666666706,-88.09391,2011
2011-08-29,7:11:28 PM,42.38946,-88.09389499999999,2011
2011-08-29,7:11:58 PM,42.3897216666667,-88.09383333333331,2011
2011-08-29,7:12:28 PM,42.3898566666667,-88.09490500000001,2011
2011-08-29,7:12:38 PM,42.390066666666705,-88.095155,2011
2011-08-29,7:12:48 PM,42.390570000000004,-88.0951433333333,2011
2011-08-29,7:12:58 PM,42.3909533333333,-88.095145,2011
2011-08-29,7:13:08 PM,42.391225,-88.0951533333333,2011
2011-08-29,7:13:18 PM,42.3915316666667,-88.095155,2011
2011-08-29,7:13:28 PM,42.391855,-88.0951716666667,2011
2011-08-29,7:14:08 PM,42.3929883333333,-88.09496999999999,2011
2011-08-29,7:14:18 PM,42.3930533333333,-88.094515,2011
2011-08-29,7:14:28 PM,42.3930933333333,-88.09405500000001,2011
2011-08-29,7:14:38 PM,42.3929016666667,-88.0938533333333,2011
2011-08-29,7:14:48 PM,42.3925866666667,-88.0938666666667,2011
2011-08-29,7:14:58 PM,42.3923083333333,-88.0938733333333,2011
2011-08-29,7:15:18 PM,42.3921833333333,-88.0937666666667,2011
2011-08-29,7:15:28 PM,42.392508333333296,-88.09384666666669,2011
2011-09-07,7:52:52 PM,41.9814333333333,-87.7877766666667,2011
2011-09-07,7:53:02 PM,41.9809983333333,-87.7877783333333,2011
2011-09-07,7:53:12 PM,41.98056,-87.7877616666667,2011
2011-09-07,7:53:22 PM,41.9801983333333,-87.7877583333333,2011
2011-09-07,7:53:32 PM,41.9797516666667,-87.78776500000001,2011
2011-09-07,7:53:42 PM,41.9793516666667,-87.7877533333333,2011
2011-09-07,7:53:52 PM,41.97885,-87.7877633333333,2011
2011-09-07,7:54:02 PM,41.978398333333296,-87.7877733333333,2011
2011-09-07,7:54:12 PM,41.977990000000005,-87.78775999999999,2011
2011-09-07,7:54:22 PM,41.977495000000005,-87.7877783333333,2011
2011-09-07,7:55:42 PM,41.975373333333295,-87.78783666666669,2011
